Label,Time,Mean Intensity
8,0,98.86349340966112
8,1,86.79620680222486
8,2,93.82896466121495
8,3,103.15079465988556
8,4,85.863770752786
8,5,81.40206122883288
8,6,86.74980145493821
8,7,83.07969199949919
8,8,81.81391794593127
8,9,89.09001167250292
8,10,97.71848501978519
8,11,95.76291079812206
8,12,102.27920374466333
8,13,101.16009399264405
8,14,99.21846719457014
8,15,98.49205014523773
8,16,99.12472739473243
8,17,118.9922144693353
8,18,118.67911766498081
8,19,107.43897241624245
8,20,115.22368509437764
8,21,123.65352824646492
8,22,134.66952360545676
8,23,131.28513579557355
8,24,140.94597198547396
8,25,149.48419792498004
8,26,141.6642664921085
8,27,159.34790372670807
8,28,169.53588744932836
8,29,183.83496821071753
8,30,171.2901656586905
8,31,192.2030991898057
8,32,205.65222324657825
8,33,223.26773329129887
8,34,218.3254937434042
8,35,229.6193486085506
8,36,220.62972756410255
8,37,227.65681264250335
8,38,226.54258573498632
8,39,223.4747342474195
8,40,236.15843875347116
8,41,244.12433702076072
8,42,255.72710609799083
8,43,253.30041061739257
8,44,261.4725835429393
8,45,261.75175473981443
8,46,264.50172811059906
8,47,274.83903230166237
8,48,294.6178995006242
8,49,322.38647383380703
8,50,325.7740743715364
8,51,336.1505747777337
8,52,335.43319082314684
8,53,327.199801018318
8,54,340.9101560164983
8,55,329.06551794592383
8,56,345.5184423218222
8,57,354.75977653631287
8,58,347.34063434290914
8,59,347.4105998461933
8,60,354.7184509665404
8,61,349.17424242424244
8,62,356.65735131261806
8,63,354.63853306456855
8,64,360.04964858026426
8,65,368.52326226959804
8,66,379.75482855902777
8,67,362.96033294316555
8,68,380.8654841973692
8,69,389.98573164931565
8,70,368.5418277022815
8,71,375.29749866950505
8,72,375.65798850574714
8,73,375.81805255374815
8,74,385.86093051136623
8,75,400.56645279560036
8,76,398.87169983463536
8,77,391.10077336324457
8,78,406.2845502373925
8,79,396.5009181920502
8,80,414.67726690952054
8,81,411.8183159328189
8,82,422.4036140423477
8,83,410.23195400667186
8,84,406.82630578235097
8,85,403.52063531765884
8,86,410.0292854628652
8,87,405.7425499016025
8,88,411.28800997945405
8,89,403.3887963348605
8,90,407.66117597998334
8,91,404.5534380633531
8,92,413.6965602726991
8,93,415.73787475402247
8,94,431.579787809895
8,95,435.13702132605033
11,0,123.27146749342353
11,1,128.42967435842138
11,2,124.53027436140019
11,3,132.1968801386605
11,4,113.89185598081473
11,5,102.14457992168032
11,6,113.11857791654839
11,7,118.6516564676092
11,8,125.85857683637447
11,9,140.05419047619048
11,10,137.28754783632618
11,11,155.36318877723073
11,12,203.7414734672849
11,13,123.25399925595238
11,14,135.66891446162867
11,15,130.48639433041384
11,16,130.77828326754533
11,17,121.72334605597965
11,18,124.0739032338932
11,19,143.38816163915766
11,20,165.77099571317225
11,21,167.61800266565118
11,22,176.23025898367652
11,23,178.40546319559525
11,24,171.0552075591889
11,25,180.03334308277275
11,26,188.28251159594572
11,27,185.41623578076525
11,28,178.52077246843277
11,29,194.30195000429515
11,30,177.6222733029976
11,31,184.84703138252758
11,32,209.903834171063
11,33,206.9811778011148
11,34,205.63883901855178
11,35,219.78878335594754
11,36,231.6557445428002
11,37,215.61693531238038
11,38,243.62766119801603
11,39,228.79762317233732
11,40,229.73322356710574
11,41,228.0262784683407
11,42,216.43679968547278
11,43,223.56839688007284
11,44,228.5007782966422
11,45,232.73908444282327
11,46,229.61881002016335
11,47,211.5828339454862
11,48,212.06539389067524
11,49,215.61930018416206
11,50,213.01941897202744
11,51,208.71356410055603
11,52,214.43400975912013
11,53,199.9571355938832
11,54,198.62361623616235
11,55,182.85864848109114
11,56,191.31704718417046
11,57,198.98550013216024
11,58,190.80298699730284
11,59,181.5419000630634
11,60,181.07325093098802
11,61,182.95508021390376
11,62,171.96611406974748
11,63,171.8960213975259
11,64,180.41922586881068
11,65,184.16039452264675
11,66,188.11714311892982
11,67,181.61455793371263
11,68,187.52481721992643
11,69,179.94659767646198
11,70,176.613276047261
11,71,178.7711513529338
11,72,164.9089036894225
11,73,171.5754713358676
11,74,169.04979740220395
11,75,166.60661669682088
11,76,169.33300613496934
11,77,178.43076685458337
11,78,173.07403175603798
11,79,175.81030113297555
11,80,166.18230245634803
11,81,161.46550519944125
11,82,166.09375708563223
11,83,158.73799660709355
11,84,160.05748412096034
11,85,147.76062730477773
11,86,157.49381068860723
11,87,154.26346494034402
11,88,151.66874186197916
11,89,164.6227301539953
11,90,168.58720693359012
11,91,170.98424032448875
11,92,173.78806642274134
11,93,175.00089155835016
11,94,180.74642959838974
11,95,181.38907599941427
12,0,105.73398726776666
12,1,100.99480614484273
12,2,115.18746680828465
12,3,108.65971750645117
12,4,112.4407514450867
12,5,95.01206198946484
12,6,104.3040284887603
12,7,100.24508677896887
12,8,105.98130046748831
12,9,101.54805068817073
12,10,104.89776135389889
12,11,109.80627323420075
12,12,105.24452234881683
12,13,101.19735547092301
12,14,101.23856602475928
12,15,106.65670708838604
12,16,116.94756915339481
12,17,124.27956725862421
12,18,129.6188723507523
12,19,148.45069045104253
12,20,141.06706601368035
12,21,142.4690454092331
12,22,155.34825309933987
12,23,153.08852562583905
12,24,157.6999860263636
12,25,172.645149754135
12,26,167.10153804273853
12,27,181.67355392775954
12,28,184.52306035491875
12,29,186.9278377666579
12,30,184.31810984661058
12,31,197.19075992707545
12,32,212.78069865913903
12,33,220.4074105405634
12,34,212.20583237657866
12,35,227.24147027027027
12,36,231.233535467494
12,37,237.5883503138829
12,38,249.59219803406927
12,39,252.0487419189805
12,40,259.246373387516
12,41,263.07916057909415
12,42,267.4117330016584
12,43,257.2643616802858
12,44,255.8698876880695
12,45,258.2708754208754
12,46,272.0678559235234
12,47,261.9024184001353
12,48,246.3697997602451
12,49,265.9043336058872
12,50,261.100328812166
12,51,266.93346241858825
12,52,272.6872342310418
12,53,264.57791888570256
12,54,275.9031821554847
12,55,268.52351379133114
12,56,264.21980551510313
12,57,249.26682692307693
12,58,240.5
12,59,233.72652358960428
12,60,243.5687965503724
12,61,229.03471604059106
12,62,221.006080634501
12,63,229.1123112087124
12,64,236.9285294117647
12,65,217.0232651782918
12,66,219.16286787180158
12,67,212.0115622011649
12,68,208.34072392146388
12,69,193.13904982618772
12,70,193.4946488722125
12,71,210.546455580487
12,72,199.1512468773283
12,73,203.048108640706
12,74,202.64359301830567
12,75,200.53237441717252
12,76,198.02323148672798
12,77,198.14678331201256
12,78,200.25945171849426
12,79,208.26563401169977
12,80,209.8248865355522
12,81,212.18297638195207
12,82,208.93935223020344
12,83,195.0424686706528
12,84,203.7589065941184
12,85,186.57237397290695
12,86,201.01473851693675
12,87,196.55060034305316
12,88,193.22386122766795
12,89,192.2751804067352
12,90,192.3759458570287
12,91,197.32797353792438
12,92,186.6075372722253
12,93,194.39800178244758
12,94,186.3196324715312
12,95,198.84370449470924
15,0,99.20032840722496
15,1,103.53673379066166
15,2,97.66278693824765
15,3,94.53428211400193
15,4,96.49545109931766
15,5,108.17647756239255
15,6,109.54940243758135
15,7,106.20523741915129
15,8,101.22437333333333
15,9,92.92525717959708
15,10,99.53547886777821
15,11,113.39160800399091
15,12,112.59731118016362
15,13,126.3357324609233
15,14,141.71523565948118
15,15,152.04550686144313
15,16,132.0379217273954
15,17,116.9901330542682
15,18,121.00656594182435
15,19,123.582
15,20,134.6080840743735
15,21,137.98527576740705
15,22,158.40314928838194
15,23,154.91953082378615
15,24,161.5560146194184
15,25,174.5480342107008
15,26,161.29708593240852
15,27,174.4443654822335
15,28,182.57303533850956
15,29,192.35318114066055
15,30,237.47034187201714
15,31,233.11453221465885
15,32,236.30890011046236
15,33,271.63706630024046
15,34,277.2434347251086
15,35,293.6957856313257
15,36,290.0726606997559
15,37,293.1842728564661
15,38,299.00240963855424
15,39,291.6974029763642
15,40,279.5847524610189
15,41,284.68474271071403
15,42,293.78961909240536
15,43,279.6835986406725
15,44,284.1743338279889
15,45,296.69018578924977
15,46,296.4067159341372
15,47,298.01826707726764
15,48,293.889831074314
15,49,317.00518925518924
15,50,320.62333765259496
15,51,331.8604816873308
15,52,313.3593639074258
15,53,326.92276392690684
15,54,321.7817322834646
15,55,327.03958235935795
15,56,330.8018652120359
15,57,314.8211067252551
15,58,319.0832859174964
15,59,315.223976355248
15,60,320.7444642591767
15,61,313.1010352760736
15,62,320.8827229835992
15,63,313.2019187528107
15,64,337.91518919333794
15,65,344.77580813347237
15,66,337.3710106382979
15,67,320.3597078973124
15,68,319.1337668369717
15,69,333.92542861477773
15,70,308.35371383893664
15,71,312.76329558766105
15,72,300.5685085354897
15,73,283.74228971962617
15,74,314.88814381509485
15,75,319.712962962963
15,76,307.01244575452387
15,77,310.22516498020235
15,78,302.5829164013463
15,79,304.56423432682425
15,80,316.42136798692707
15,81,314.6985812660748
15,82,290.1996016626256
15,83,302.9950892509159
15,84,320.99508432918043
15,85,308.61041579168415
15,86,288.16911692155895
15,87,272.53339191564146
15,88,282.7684764657308
15,89,262.41496815286627
15,90,277.97028063447794
15,91,266.4662582214614
15,92,240.831031543052
15,93,248.54169491525423
15,94,246.10137076253795
15,95,236.09540610599078
29,0,161.7489443378119
29,1,151.16949152542372
29,2,148.97703862660944
29,3,136.2084690553746
29,4,148.37162458035323
29,5,123.54671173939767
29,6,127.86699903505951
29,7,187.34732664995823
29,8,138.87683589684283
29,9,97.153513290748
29,10,129.8902456752435
29,11,120.21126264848218
29,12,119.22922751535904
29,13,109.82894491129785
29,14,111.89710430137757
29,15,124.24420918570405
29,16,137.4315935495058
29,17,129.87330966869507
29,18,146.6196584900754
29,19,164.95805177709522
29,20,175.10544119068328
29,21,179.4233085725758
29,22,182.04077031470175
29,23,205.34733215383181
29,24,194.67331971778685
29,25,194.94899899340118
29,26,196.5686813186813
29,27,199.92098331870062
29,28,219.17631443740368
29,29,225.06710526315788
29,30,223.45083385777218
29,31,223.38626657675883
29,32,228.34911744738628
29,33,234.59190207156308
29,34,242.67492972144134
29,35,261.41060012373686
29,36,261.16060546491053
29,37,260.31681415929205
29,38,266.0333436245755
29,39,273.1833704528582
29,40,281.62708078114866
29,41,276.02993844432007
29,42,280.50132784490773
29,43,287.74126690000685
29,44,278.7489275965163
29,45,290.0478249809209
29,46,294.91058794828007
29,47,302.3220478943022
29,48,306.98087689958555
29,49,297.64781449462714
29,50,312.4248400852878
29,51,333.38086202222826
29,52,332.98614831254304
29,53,347.79213313161875
29,54,347.1233307148468
29,55,345.018880155579
29,56,358.4613722779122
29,57,373.4848230756331
29,58,372.39632936507934
29,59,372.992833555821
29,60,377.9925718908583
29,61,375.5777554490648
29,62,392.1900136469455
29,63,385.0942685925015
29,64,384.3405088062622
29,65,391.8751988686583
29,66,398.6672721268164
29,67,398.3968532803788
29,68,392.1552504410524
29,69,397.7515799708313
29,70,398.668299161617
29,71,400.75780285663905
29,72,400.9723884031293
29,73,406.11603488165156
29,74,419.11272791023845
29,75,405.36526260133945
29,76,427.06998598631606
29,77,433.01029104357616
29,78,430.6599297012302
29,79,428.81182348043296
29,80,431.6792084998538
29,81,442.07044410413476
29,82,469.20353314208063
29,83,461.9450938717676
29,84,438.4286341677646
29,85,430.03391828182293
29,86,438.5091183498931
29,87,441.31840180078785
29,88,409.41859972460543
29,89,409.0068587105624
29,90,410.1231420415395
29,91,402.56224451876625
29,92,425.35365946150927
29,93,410.61536100667536
29,94,411.6298570381232
29,95,409.37029799706886
31,0,189.22650602409638
31,1,104.74211582568807
31,2,112.28110101646128
31,3,118.33837039581007
31,4,104.88518886679921
31,5,104.29121578612349
31,6,90.20662137388116
31,7,87.85549508569572
31,8,88.01236888376887
31,9,92.06572244303868
31,10,95.7704107505071
31,11,94.58125
31,12,91.04813979054562
31,13,72.36394839625991
31,14,73.69220866162006
31,15,81.31514702248579
31,16,87.90745055540503
31,17,87.49334952260058
31,18,99.85372424722662
31,19,112.00742508618404
31,20,125.61129760388934
31,21,146.16852710515772
31,22,149.87112288283265
31,23,148.5978810498435
31,24,147.9991295769744
31,25,155.75548839596283
31,26,165.93779748321055
31,27,180.4427333974976
31,28,179.54740308151094
31,29,189.10714502888416
31,30,201.08869487849637
31,31,211.62235172376234
31,32,204.43482818870123
31,33,217.4035183865841
31,34,223.75909321603788
31,35,219.34662592573412
31,36,241.57032960530208
31,37,237.13510963086316
31,38,239.76201409653993
31,39,247.29506646643307
31,40,254.8045624787198
31,41,258.151999572284
31,42,256.4984990185891
31,43,261.9407772652564
31,44,261.73720449850816
31,45,255.8989274378899
31,46,271.28243867756845
31,47,290.98295899319567
31,48,284.41893601438176
31,49,298.93911949685537
31,50,303.08585503166785
31,51,315.21041013956136
31,52,323.01572787125093
31,53,302.748788120513
31,54,300.78701262661303
31,55,312.110257985258
31,56,311.7702228181064
31,57,297.5855412321047
31,58,301.6316807565554
31,59,352.00992685475444
31,60,342.1874804136634
31,61,331.09011851623825
31,62,344.87120619184276
31,63,352.036172878171
31,64,340.31162373655036
31,65,318.5023670935196
31,66,328.38275010890084
31,67,331.59892955801104
31,68,342.0186598812553
31,69,331.3612876935615
31,70,301.43479776847977
31,71,324.3661104179663
31,72,327.7592344648342
31,73,305.76717112922
31,74,338.6150661506615
31,75,307.8654562752715
31,76,308.6238492520138
31,77,311.3290595229568
31,78,296.95522080066036
31,79,298.77516902274124
31,80,308.4001165246522
31,81,282.0193842645382
31,82,299.71436920154866
31,83,290.8626335982461
31,84,262.06947385567685
31,85,241.95050662509743
31,86,251.41688255613127
31,87,257.824075556267
31,88,250.46666052680052
31,89,235.41047858126163
31,90,233.87708002341333
31,91,224.09238004144748
31,92,222.87393907493913
31,93,223.9770677266473
31,94,202.52461170848267
31,95,200.96638655462183
36,0,113.53361433984757
36,1,130.45698667940349
36,2,124.93014132946423
36,3,121.9952662030273
36,4,108.71302220549492
36,5,103.2700432069131
36,6,96.15466476373678
36,7,93.32492873725352
36,8,93.24943236137668
36,9,108.89807260257774
36,10,111.90592753510745
36,11,106.06199302480505
36,12,111.42647058823529
36,13,103.06962918609128
36,14,107.51847830625965
36,15,106.22596033140849
36,16,112.27994905675396
36,17,115.54510749447458
36,18,119.40406294923206
36,19,122.50833636106738
36,20,140.15567851816968
36,21,142.75567006284888
36,22,158.5346289244917
36,23,169.99101612026806
36,24,169.34742321707444
36,25,171.8155740700139
36,26,179.66064603416203
36,27,180.17378502775145
36,28,194.18958583221618
36,29,200.84841275014668
36,30,208.55924121488545
36,31,227.6386563379303
36,32,227.8507998802674
36,33,227.82924073766407
36,34,234.7247688874721
36,35,245.48446626869503
36,36,255.29230676364952
36,37,261.1637700931253
36,38,255.43132372991877
36,39,255.3155517191771
36,40,254.87427244235505
36,41,256.2381437753051
36,42,267.88803494862873
36,43,265.2375724937863
36,44,272.5273849830711
36,45,281.1585021800462
36,46,294.75162442193994
36,47,297.87429675035685
36,48,297.46290327024275
36,49,301.0296461108272
36,50,304.7228602320213
36,51,312.99771372344736
36,52,326.8441551153263
36,53,327.8403477184493
36,54,327.361833142608
36,55,339.5499271812525
36,56,338.2540790067121
36,57,339.11876649534656
36,58,337.50886700829017
36,59,342.875
36,60,338.06172467617824
36,61,344.4537314354525
36,62,336.29804569226536
36,63,350.01781374281927
36,64,354.62378043484557
36,65,367.02111235922695
36,66,353.5986960497979
36,67,348.30385242881954
36,68,348.8732545649839
36,69,364.75171097077396
36,70,368.85573957355507
36,71,372.6968626434174
36,72,375.579904433236
36,73,380.3348731159871
36,74,393.1813047592881
36,75,393.05989964157703
36,76,392.0012793300962
36,77,394.9267980471541
36,78,406.27886070315975
36,79,385.969649739885
36,80,413.788132474701
36,81,414.33320961306487
36,82,414.0894527927417
36,83,409.06105257063456
36,84,411.0370179801618
36,85,413.2262902925284
36,86,397.23308934881373
36,87,402.8311796830702
36,88,407.68623303366826
36,89,411.5433769187038
36,90,410.8573470638
36,91,414.99142899805884
36,92,413.85684749433887
36,93,424.3420922813826
36,94,421.4940320495475
36,95,421.8342444176781
37,0,161.35714285714286
37,1,162.95192514519252
37,2,143.0353273669336
37,3,162.0582587824569
37,4,149.46385724367374
37,5,153.96521640607295
37,6,163.77019926638246
37,7,170.2905428869082
37,8,163.17807136404699
37,9,170.35870743873346
37,10,176.2943329047572
37,11,182.75576354679802
37,12,184.11546184738955
37,13,184.84458584987058
37,14,161.99604077996634
37,15,175.93944914800127
37,16,188.41480028898752
37,17,174.61009002250563
37,18,205.5828888888889
37,19,192.73333333333332
37,20,197.76438356164383
37,21,219.04541980565563
37,22,228.4442583481629
37,23,226.4932661563802
37,24,214.2935368043088
37,25,238.07426966292135
37,26,219.27912109000192
37,27,259.50282485875704
37,28,285.52897939510785
37,29,263.79289940828403
37,30,270.1506520247083
37,31,257.414394234515
37,32,272.32361788196243
37,33,251.06421537816885
37,34,290.40211058590745
37,35,272.46089094864277
37,36,261.4043547332025
37,37,260.0205128205128
37,38,258.33373072643457
37,39,253.95753354849668
37,40,262.3525841292511
37,41,262.9804407713499
37,42,288.39902730186805
37,43,281.4601540031543
37,44,272.4363101260002
37,45,281.89177920783106
37,46,288.662685140946
37,47,286.10928577703595
37,48,279.92602820791006
37,49,285.17313459965465
37,50,305.73073317082316
37,51,301.139751552795
37,52,301.1105350860952
37,53,298.93519763377253
37,54,305.8593079782671
37,55,305.25321215919774
37,56,333.66638203398514
37,57,337.6407806300105
37,58,329.75771604938274
37,59,301.42678323067753
37,60,309.22388711993506
37,61,315.3670246771513
37,62,315.8979959049451
37,63,326.5537201272764
37,64,329.44123697657443
37,65,323.1713152590859
37,66,306.12252829674077
37,67,290.75974564556265
37,68,299.870418028796
37,69,293.70908717105266
37,70,290.64206401045067
37,71,294.2573610397239
37,72,286.2315274700084
37,73,280.443673630272
37,74,288.2359541153814
37,75,278.42703624733474
37,76,267.3838022926902
37,77,254.7988640397586
37,78,250.56585938039052
37,79,235.66495858486593
37,80,226.71410090556273
37,81,220.73793749099812
37,82,214.12899630842097
37,83,209.01966943384937
37,84,207.35443222375991
37,85,189.03475501199785
37,86,188.20292134831462
37,87,184.3613231552163
37,88,179.42267073456935
37,89,175.34640810929926
37,90,162.04439918533606
37,91,159.88451283613927
37,92,153.0364613690823
37,93,154.86416124291412
37,94,150.58326324642556
37,95,161.14589616105633
